Review Text,Review Stars,Location,DateTime
"Loved the burgers here, will definitely come back.",4,Manchester Central,2024-07-03 02:24:00.048415
Delicious meals and very clean environment.,5,London Hackney,2024-07-03 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,London Hackney,2024-07-03 02:24:00.048415
Fantastic food and great service!,4,London Canary Wharf,2024-07-03 02:24:00.048415
"Awful place, would not recommend.",1,London Camden,2024-07-03 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,Manchester Central,2024-07-03 02:24:00.048415
"Very disappointing experience, will not return.",2,Cardiff City Centre,2024-07-03 02:24:00.048415
"Amazing experience, highly recommend.",4,London Soho,2024-07-03 02:24:00.048415
"It was alright, the service could be better.",3,Birmingham Edgbaston,2024-07-03 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,Birmingham Solihull,2024-07-03 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,London Camden,2024-07-03 02:24:00.048415
Fantastic food and great service!,5,Liverpool Anfield,2024-07-03 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,London Chelsea,2024-07-03 02:24:00.048415
"Amazing experience, highly recommend.",5,Cardiff Bay,2024-07-03 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,Manchester Salford,2024-07-03 02:24:00.048415
Rude staff and long waiting times.,2,London Soho,2024-07-03 02:24:00.048415
"Decent place, but I've had better.",3,Manchester Central,2024-07-03 02:24:00.048415
Rude staff and long waiting times.,2,Sheffield Ecclesall Road,2024-07-03 02:24:00.048415
Fantastic food and great service!,4,Birmingham Edgbaston,2024-07-03 02:24:00.048415
Delicious meals and very clean environment.,5,London Chelsea,2024-07-03 02:24:00.048415
"Very disappointing experience, will not return.",1,London Hackney,2024-07-03 02:24:00.048415
Delicious meals and very clean environment.,5,London Canary Wharf,2024-07-03 02:24:00.048415
Delicious meals and very clean environment.,5,Manchester Didsbury,2024-07-03 02:24:00.048415
"Amazing experience, highly recommend.",5,Bristol City Centre,2024-07-03 02:24:00.048415
Fantastic food and great service!,5,Birmingham Solihull,2024-07-03 02:24:00.048415
"Decent place, but I've had better.",3,Edinburgh New Town,2024-07-03 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,Birmingham Solihull,2024-07-03 02:24:00.048415
"Amazing experience, highly recommend.",4,London Soho,2024-07-03 02:24:00.048415
Delicious meals and very clean environment.,5,London Canary Wharf,2024-07-03 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,Cardiff Bay,2024-07-03 02:24:00.048415
Delicious meals and very clean environment.,4,London Camden,2024-07-03 02:24:00.048415
"Awful place, would not recommend.",2,London Camden,2024-07-03 02:24:00.048415
"Amazing experience, highly recommend.",5,London Canary Wharf,2024-07-03 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,Manchester Salford,2024-07-03 02:24:00.048415
"Very disappointing experience, will not return.",1,Birmingham Solihull,2024-07-03 02:24:00.048415
Delicious meals and very clean environment.,4,London Chelsea,2024-07-03 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,London Chelsea,2024-07-03 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,Manchester Didsbury,2024-07-03 02:24:00.048415
Delicious meals and very clean environment.,5,Manchester Salford,2024-07-03 02:24:00.048415
"Amazing experience, highly recommend.",5,Birmingham City Centre,2024-07-03 02:24:00.048415
Delicious meals and very clean environment.,5,London Chelsea,2024-07-03 02:24:00.048415
"Average experience, not bad but not great.",3,London Soho,2024-07-03 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,Manchester Didsbury,2024-07-03 02:24:00.048415
Delicious meals and very clean environment.,4,Manchester Central,2024-07-03 02:24:00.048415
Delicious meals and very clean environment.,5,Manchester Salford,2024-07-03 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,Edinburgh New Town,2024-07-03 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,London Chelsea,2024-07-03 02:24:00.048415
"Decent place, but I've had better.",3,Manchester Didsbury,2024-07-03 02:24:00.048415
"Great place for a quick bite, friendly staff.",4,Glasgow West End,2024-07-03 02:24:00.048415
Rude staff and long waiting times.,2,London Chelsea,2024-07-03 02:24:00.048415
"Great place for a quick bite, friendly staff.",4,London Camden,2024-07-03 02:24:00.048415
Fantastic food and great service!,4,London Chelsea,2024-07-03 02:24:00.048415
"Very disappointing experience, will not return.",2,Birmingham Edgbaston,2024-07-03 02:24:00.048415
"Very disappointing experience, will not return.",1,London Chelsea,2024-07-03 02:24:00.048415
Terrible service and cold food.,1,Manchester Central,2024-07-03 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,Manchester Salford,2024-07-03 02:24:00.048415
Terrible service and cold food.,1,London Canary Wharf,2024-07-03 02:24:00.048415
Fantastic food and great service!,5,London Hackney,2024-07-03 02:24:00.048415
Fantastic food and great service!,5,London Chelsea,2024-07-03 02:24:00.048415
"Poor quality food, waste of money.",2,Manchester Central,2024-07-03 02:24:00.048415
"Poor quality food, waste of money.",1,London Hackney,2024-07-03 02:24:00.048415
"Poor quality food, waste of money.",1,Glasgow West End,2024-07-03 02:24:00.048415
Fantastic food and great service!,5,Glasgow West End,2024-07-03 02:24:00.048415
Terrible service and cold food.,2,London Soho,2024-07-03 02:24:00.048415
"Great place for a quick bite, friendly staff.",4,London Canary Wharf,2024-07-03 02:24:00.048415
Delicious meals and very clean environment.,5,London Chelsea,2024-07-03 02:24:00.048415
Terrible service and cold food.,2,Leeds City Centre,2024-07-03 02:24:00.048415
"Great place for a quick bite, friendly staff.",4,Glasgow West End,2024-07-03 02:24:00.048415
Fantastic food and great service!,5,Edinburgh Old Town,2024-07-03 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,Leeds Headingley,2024-07-03 02:24:00.048415
"Amazing experience, highly recommend.",5,Manchester Didsbury,2024-07-03 02:24:00.048415
"Great place for a quick bite, friendly staff.",4,Sheffield City Centre,2024-07-03 02:24:00.048415
"Poor quality food, waste of money.",2,Manchester Central,2024-07-03 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,Birmingham Edgbaston,2024-07-03 02:24:00.048415
Fantastic food and great service!,5,Birmingham Edgbaston,2024-07-03 02:24:00.048415
"Amazing experience, highly recommend.",5,London Hackney,2024-07-03 02:24:00.048415
"Awful place, would not recommend.",2,London Chelsea,2024-07-03 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,London Camden,2024-07-03 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,Bristol Clifton,2024-07-03 02:24:00.048415
"Awful place, would not recommend.",2,Manchester Central,2024-07-03 02:24:00.048415
Terrible service and cold food.,1,Sheffield City Centre,2024-07-03 02:24:00.048415
"Amazing experience, highly recommend.",5,Sheffield City Centre,2024-07-03 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,Manchester Salford,2024-07-03 02:24:00.048415
"Average experience, not bad but not great.",3,London Chelsea,2024-07-03 02:24:00.048415
"Decent place, but I've had better.",3,Manchester Central,2024-07-03 02:24:00.048415
Delicious meals and very clean environment.,5,Bristol Clifton,2024-07-03 02:24:00.048415
Delicious meals and very clean environment.,5,Liverpool Anfield,2024-07-03 02:24:00.048415
"Amazing experience, highly recommend.",4,London Camden,2024-07-03 02:24:00.048415
"Food was okay, nothing special.",3,Manchester Salford,2024-07-03 02:24:00.048415
"Amazing experience, highly recommend.",4,Birmingham Edgbaston,2024-07-03 02:24:00.048415
Delicious meals and very clean environment.,5,Cardiff City Centre,2024-07-03 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,London Chelsea,2024-07-03 02:24:00.048415
Rude staff and long waiting times.,1,Cardiff Bay,2024-07-03 02:24:00.048415
"Poor quality food, waste of money.",1,London Camden,2024-07-03 02:24:00.048415
"Poor quality food, waste of money.",1,London Canary Wharf,2024-07-03 02:24:00.048415
Delicious meals and very clean environment.,5,Cardiff City Centre,2024-07-03 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,London Chelsea,2024-07-04 02:24:00.048415
"Amazing experience, highly recommend.",5,London Chelsea,2024-07-04 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,Glasgow City Centre,2024-07-04 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,London Camden,2024-07-04 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,Manchester Salford,2024-07-04 02:24:00.048415
"Great place for a quick bite, friendly staff.",4,Sheffield Ecclesall Road,2024-07-04 02:24:00.048415
"Amazing experience, highly recommend.",5,London Soho,2024-07-04 02:24:00.048415
"It was alright, the service could be better.",3,Bristol City Centre,2024-07-04 02:24:00.048415
"Amazing experience, highly recommend.",4,Glasgow West End,2024-07-04 02:24:00.048415
Fantastic food and great service!,4,Glasgow City Centre,2024-07-04 02:24:00.048415
"Decent place, but I've had better.",3,Birmingham Edgbaston,2024-07-04 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,Bristol City Centre,2024-07-04 02:24:00.048415
Fantastic food and great service!,4,London Chelsea,2024-07-04 02:24:00.048415
Delicious meals and very clean environment.,5,Leeds Headingley,2024-07-04 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,Birmingham Edgbaston,2024-07-04 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,London Camden,2024-07-04 02:24:00.048415
Delicious meals and very clean environment.,5,Birmingham City Centre,2024-07-04 02:24:00.048415
"Amazing experience, highly recommend.",5,Birmingham Solihull,2024-07-04 02:24:00.048415
Delicious meals and very clean environment.,4,Leeds Headingley,2024-07-04 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,Cardiff City Centre,2024-07-04 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,London Hackney,2024-07-04 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,Cardiff City Centre,2024-07-04 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,Birmingham Solihull,2024-07-04 02:24:00.048415
Fantastic food and great service!,5,Birmingham Edgbaston,2024-07-04 02:24:00.048415
Delicious meals and very clean environment.,5,Birmingham Solihull,2024-07-04 02:24:00.048415
Delicious meals and very clean environment.,4,Sheffield City Centre,2024-07-04 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,Edinburgh Old Town,2024-07-04 02:24:00.048415
"Poor quality food, waste of money.",2,London Camden,2024-07-04 02:24:00.048415
Delicious meals and very clean environment.,5,Manchester Central,2024-07-04 02:24:00.048415
"Very disappointing experience, will not return.",1,London Canary Wharf,2024-07-04 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,London Canary Wharf,2024-07-04 02:24:00.048415
"Poor quality food, waste of money.",1,London Canary Wharf,2024-07-04 02:24:00.048415
"It was alright, the service could be better.",3,Cardiff City Centre,2024-07-04 02:24:00.048415
"Food was okay, nothing special.",3,Birmingham Solihull,2024-07-04 02:24:00.048415
Fantastic food and great service!,5,London Chelsea,2024-07-04 02:24:00.048415
"Amazing experience, highly recommend.",4,London Hackney,2024-07-04 02:24:00.048415
"It was alright, the service could be better.",3,Manchester Salford,2024-07-04 02:24:00.048415
Delicious meals and very clean environment.,4,London Chelsea,2024-07-04 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,London Hackney,2024-07-04 02:24:00.048415
"Amazing experience, highly recommend.",4,London Soho,2024-07-04 02:24:00.048415
Delicious meals and very clean environment.,4,London Camden,2024-07-04 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,London Chelsea,2024-07-05 02:24:00.048415
"Amazing experience, highly recommend.",5,Leeds Headingley,2024-07-05 02:24:00.048415
"It was alright, the service could be better.",3,Manchester Salford,2024-07-05 02:24:00.048415
"Very disappointing experience, will not return.",1,London Hackney,2024-07-05 02:24:00.048415
Fantastic food and great service!,4,London Camden,2024-07-05 02:24:00.048415
Fantastic food and great service!,4,London Canary Wharf,2024-07-05 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,London Hackney,2024-07-05 02:24:00.048415
Fantastic food and great service!,5,Manchester Didsbury,2024-07-05 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,London Canary Wharf,2024-07-05 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,Manchester Central,2024-07-05 02:24:00.048415
"Great place for a quick bite, friendly staff.",4,Cardiff City Centre,2024-07-05 02:24:00.048415
"Very disappointing experience, will not return.",1,Birmingham City Centre,2024-07-05 02:24:00.048415
"Great place for a quick bite, friendly staff.",4,Glasgow City Centre,2024-07-05 02:24:00.048415
Delicious meals and very clean environment.,5,Birmingham City Centre,2024-07-05 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,Birmingham Solihull,2024-07-05 02:24:00.048415
Delicious meals and very clean environment.,5,Birmingham City Centre,2024-07-05 02:24:00.048415
"Average experience, not bad but not great.",3,Cardiff City Centre,2024-07-05 02:24:00.048415
"Very disappointing experience, will not return.",1,Cardiff City Centre,2024-07-05 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,London Hackney,2024-07-05 02:24:00.048415
Fantastic food and great service!,5,Edinburgh New Town,2024-07-05 02:24:00.048415
Fantastic food and great service!,5,Birmingham City Centre,2024-07-05 02:24:00.048415
"Great place for a quick bite, friendly staff.",4,Birmingham Solihull,2024-07-05 02:24:00.048415
Fantastic food and great service!,5,Birmingham City Centre,2024-07-05 02:24:00.048415
Rude staff and long waiting times.,2,Bristol City Centre,2024-07-05 02:24:00.048415
Fantastic food and great service!,4,London Canary Wharf,2024-07-05 02:24:00.048415
Fantastic food and great service!,5,Birmingham City Centre,2024-07-05 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,Leeds Headingley,2024-07-05 02:24:00.048415
Fantastic food and great service!,5,Birmingham Solihull,2024-07-05 02:24:00.048415
Delicious meals and very clean environment.,4,London Canary Wharf,2024-07-05 02:24:00.048415
"Amazing experience, highly recommend.",5,London Chelsea,2024-07-05 02:24:00.048415
"Amazing experience, highly recommend.",4,London Soho,2024-07-05 02:24:00.048415
"Great place for a quick bite, friendly staff.",4,Edinburgh New Town,2024-07-05 02:24:00.048415
Terrible service and cold food.,2,Birmingham Edgbaston,2024-07-05 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,London Soho,2024-07-05 02:24:00.048415
"Decent place, but I've had better.",3,Bristol Clifton,2024-07-05 02:24:00.048415
Delicious meals and very clean environment.,4,Cardiff City Centre,2024-07-05 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,Edinburgh New Town,2024-07-05 02:24:00.048415
Fantastic food and great service!,4,Birmingham Edgbaston,2024-07-05 02:24:00.048415
"Average experience, not bad but not great.",3,London Camden,2024-07-05 02:24:00.048415
Delicious meals and very clean environment.,4,Edinburgh New Town,2024-07-05 02:24:00.048415
"Amazing experience, highly recommend.",5,Birmingham Edgbaston,2024-07-05 02:24:00.048415
"Amazing experience, highly recommend.",5,Cardiff City Centre,2024-07-05 02:24:00.048415
"Amazing experience, highly recommend.",5,Glasgow West End,2024-07-05 02:24:00.048415
Delicious meals and very clean environment.,4,Edinburgh Old Town,2024-07-05 02:24:00.048415
Terrible service and cold food.,2,Cardiff Bay,2024-07-05 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,Glasgow City Centre,2024-07-05 02:24:00.048415
"Amazing experience, highly recommend.",5,Birmingham Solihull,2024-07-05 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,Glasgow West End,2024-07-05 02:24:00.048415
Fantastic food and great service!,4,Birmingham Solihull,2024-07-05 02:24:00.048415
"Amazing experience, highly recommend.",4,Birmingham Edgbaston,2024-07-05 02:24:00.048415
"Awful place, would not recommend.",1,Manchester Didsbury,2024-07-05 02:24:00.048415
"Food was okay, nothing special.",3,London Canary Wharf,2024-07-05 02:24:00.048415
Fantastic food and great service!,4,Birmingham Edgbaston,2024-07-05 02:24:00.048415
"Amazing experience, highly recommend.",4,Birmingham City Centre,2024-07-06 02:24:00.048415
Fantastic food and great service!,5,Sheffield Ecclesall Road,2024-07-06 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,London Chelsea,2024-07-06 02:24:00.048415
"Decent place, but I've had better.",3,Birmingham Solihull,2024-07-06 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,Birmingham City Centre,2024-07-06 02:24:00.048415
Delicious meals and very clean environment.,4,London Camden,2024-07-06 02:24:00.048415
"Poor quality food, waste of money.",1,Sheffield City Centre,2024-07-06 02:24:00.048415
"Very disappointing experience, will not return.",1,Manchester Salford,2024-07-06 02:24:00.048415
"Decent place, but I've had better.",3,Manchester Salford,2024-07-06 02:24:00.048415
Fantastic food and great service!,4,Birmingham City Centre,2024-07-06 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,London Soho,2024-07-06 02:24:00.048415
"It was alright, the service could be better.",3,Manchester Salford,2024-07-06 02:24:00.048415
Fantastic food and great service!,4,London Hackney,2024-07-06 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,London Camden,2024-07-06 02:24:00.048415
"Amazing experience, highly recommend.",5,Manchester Didsbury,2024-07-06 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,London Soho,2024-07-06 02:24:00.048415
"Amazing experience, highly recommend.",4,London Hackney,2024-07-06 02:24:00.048415
Fantastic food and great service!,4,London Hackney,2024-07-06 02:24:00.048415
Fantastic food and great service!,4,Liverpool Anfield,2024-07-06 02:24:00.048415
"Great place for a quick bite, friendly staff.",4,Manchester Didsbury,2024-07-06 02:24:00.048415
"Poor quality food, waste of money.",1,Cardiff City Centre,2024-07-06 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,Birmingham Solihull,2024-07-06 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,Birmingham City Centre,2024-07-06 02:24:00.048415
Terrible service and cold food.,2,Birmingham City Centre,2024-07-06 02:24:00.048415
"Great place for a quick bite, friendly staff.",4,London Chelsea,2024-07-06 02:24:00.048415
"Poor quality food, waste of money.",2,London Chelsea,2024-07-06 02:24:00.048415
Fantastic food and great service!,4,Glasgow City Centre,2024-07-06 02:24:00.048415
Delicious meals and very clean environment.,5,London Soho,2024-07-06 02:24:00.048415
"Poor quality food, waste of money.",1,London Hackney,2024-07-06 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,London Hackney,2024-07-06 02:24:00.048415
"Poor quality food, waste of money.",1,London Camden,2024-07-06 02:24:00.048415
Delicious meals and very clean environment.,5,Manchester Central,2024-07-06 02:24:00.048415
Fantastic food and great service!,5,London Chelsea,2024-07-06 02:24:00.048415
"Amazing experience, highly recommend.",5,London Soho,2024-07-06 02:24:00.048415
"Great place for a quick bite, friendly staff.",4,Edinburgh New Town,2024-07-06 02:24:00.048415
Fantastic food and great service!,5,London Canary Wharf,2024-07-06 02:24:00.048415
"Amazing experience, highly recommend.",5,London Canary Wharf,2024-07-06 02:24:00.048415
Delicious meals and very clean environment.,5,London Chelsea,2024-07-06 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,Edinburgh New Town,2024-07-06 02:24:00.048415
"Amazing experience, highly recommend.",5,Sheffield Ecclesall Road,2024-07-06 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,London Chelsea,2024-07-06 02:24:00.048415
"Amazing experience, highly recommend.",5,London Camden,2024-07-06 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,London Camden,2024-07-06 02:24:00.048415
"Great place for a quick bite, friendly staff.",4,Liverpool City Centre,2024-07-06 02:24:00.048415
Delicious meals and very clean environment.,4,London Canary Wharf,2024-07-06 02:24:00.048415
"Amazing experience, highly recommend.",5,Bristol City Centre,2024-07-06 02:24:00.048415
Rude staff and long waiting times.,2,London Hackney,2024-07-07 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,London Hackney,2024-07-07 02:24:00.048415
"Amazing experience, highly recommend.",5,Birmingham City Centre,2024-07-07 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,Leeds Headingley,2024-07-07 02:24:00.048415
"Very disappointing experience, will not return.",2,Birmingham Solihull,2024-07-07 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,London Chelsea,2024-07-07 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,London Camden,2024-07-07 02:24:00.048415
"Average experience, not bad but not great.",3,Birmingham Solihull,2024-07-07 02:24:00.048415
"Amazing experience, highly recommend.",4,London Camden,2024-07-07 02:24:00.048415
Delicious meals and very clean environment.,4,Birmingham Solihull,2024-07-07 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,Edinburgh New Town,2024-07-07 02:24:00.048415
Delicious meals and very clean environment.,5,London Hackney,2024-07-07 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,Birmingham Solihull,2024-07-07 02:24:00.048415
Delicious meals and very clean environment.,4,London Canary Wharf,2024-07-07 02:24:00.048415
"Great place for a quick bite, friendly staff.",4,London Chelsea,2024-07-07 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,London Soho,2024-07-07 02:24:00.048415
"Amazing experience, highly recommend.",4,Manchester Salford,2024-07-07 02:24:00.048415
Terrible service and cold food.,1,London Canary Wharf,2024-07-07 02:24:00.048415
"Amazing experience, highly recommend.",4,Birmingham Edgbaston,2024-07-07 02:24:00.048415
Delicious meals and very clean environment.,5,Manchester Didsbury,2024-07-07 02:24:00.048415
Delicious meals and very clean environment.,4,Edinburgh New Town,2024-07-07 02:24:00.048415
Rude staff and long waiting times.,1,Sheffield City Centre,2024-07-07 02:24:00.048415
"Amazing experience, highly recommend.",4,London Soho,2024-07-07 02:24:00.048415
"Decent place, but I've had better.",3,London Camden,2024-07-07 02:24:00.048415
Fantastic food and great service!,4,London Canary Wharf,2024-07-07 02:24:00.048415
"Amazing experience, highly recommend.",5,London Chelsea,2024-07-07 02:24:00.048415
"Average experience, not bad but not great.",3,Manchester Central,2024-07-07 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,Manchester Central,2024-07-07 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,Birmingham City Centre,2024-07-07 02:24:00.048415
Fantastic food and great service!,5,London Camden,2024-07-07 02:24:00.048415
Rude staff and long waiting times.,1,London Soho,2024-07-07 02:24:00.048415
Delicious meals and very clean environment.,4,Birmingham City Centre,2024-07-07 02:24:00.048415
Fantastic food and great service!,4,Leeds Headingley,2024-07-07 02:24:00.048415
Fantastic food and great service!,5,Cardiff City Centre,2024-07-07 02:24:00.048415
Fantastic food and great service!,4,London Soho,2024-07-07 02:24:00.048415
Terrible service and cold food.,1,Leeds Headingley,2024-07-07 02:24:00.048415
Fantastic food and great service!,4,Liverpool City Centre,2024-07-07 02:24:00.048415
"Amazing experience, highly recommend.",4,London Camden,2024-07-07 02:24:00.048415
Delicious meals and very clean environment.,5,Leeds City Centre,2024-07-07 02:24:00.048415
Delicious meals and very clean environment.,5,Edinburgh Old Town,2024-07-07 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,London Hackney,2024-07-07 02:24:00.048415
"Poor quality food, waste of money.",2,Leeds City Centre,2024-07-07 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,Leeds City Centre,2024-07-07 02:24:00.048415
Terrible service and cold food.,2,Manchester Salford,2024-07-07 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,Birmingham City Centre,2024-07-07 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,Manchester Central,2024-07-07 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,Leeds City Centre,2024-07-07 02:24:00.048415
Delicious meals and very clean environment.,5,Glasgow West End,2024-07-07 02:24:00.048415
Rude staff and long waiting times.,2,London Chelsea,2024-07-07 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,Bristol City Centre,2024-07-07 02:24:00.048415
Terrible service and cold food.,1,Bristol City Centre,2024-07-07 02:24:00.048415
"It was alright, the service could be better.",3,London Chelsea,2024-07-07 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,Edinburgh New Town,2024-07-07 02:24:00.048415
"It was alright, the service could be better.",3,Manchester Salford,2024-07-07 02:24:00.048415
"Very disappointing experience, will not return.",2,Manchester Central,2024-07-07 02:24:00.048415
Fantastic food and great service!,4,Bristol Clifton,2024-07-07 02:24:00.048415
Delicious meals and very clean environment.,4,Birmingham City Centre,2024-07-07 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,Manchester Central,2024-07-07 02:24:00.048415
"Amazing experience, highly recommend.",5,Leeds City Centre,2024-07-07 02:24:00.048415
Fantastic food and great service!,5,Liverpool City Centre,2024-07-07 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,Manchester Didsbury,2024-07-07 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,Leeds Headingley,2024-07-08 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,London Canary Wharf,2024-07-08 02:24:00.048415
Terrible service and cold food.,2,Birmingham City Centre,2024-07-08 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,London Chelsea,2024-07-08 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,London Hackney,2024-07-08 02:24:00.048415
"Amazing experience, highly recommend.",4,Liverpool City Centre,2024-07-08 02:24:00.048415
Delicious meals and very clean environment.,4,London Canary Wharf,2024-07-08 02:24:00.048415
"Food was okay, nothing special.",3,Birmingham Solihull,2024-07-08 02:24:00.048415
"Great place for a quick bite, friendly staff.",4,London Canary Wharf,2024-07-08 02:24:00.048415
Rude staff and long waiting times.,1,Manchester Didsbury,2024-07-08 02:24:00.048415
"Average experience, not bad but not great.",3,London Canary Wharf,2024-07-08 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,London Chelsea,2024-07-08 02:24:00.048415
"Amazing experience, highly recommend.",5,London Hackney,2024-07-08 02:24:00.048415
Delicious meals and very clean environment.,4,Birmingham City Centre,2024-07-08 02:24:00.048415
"It was alright, the service could be better.",3,Cardiff Bay,2024-07-08 02:24:00.048415
"Amazing experience, highly recommend.",5,Bristol City Centre,2024-07-08 02:24:00.048415
"Very disappointing experience, will not return.",1,Cardiff City Centre,2024-07-08 02:24:00.048415
"Average experience, not bad but not great.",3,London Camden,2024-07-08 02:24:00.048415
"Amazing experience, highly recommend.",5,London Hackney,2024-07-08 02:24:00.048415
"Very disappointing experience, will not return.",1,Edinburgh New Town,2024-07-08 02:24:00.048415
Fantastic food and great service!,5,London Soho,2024-07-08 02:24:00.048415
Delicious meals and very clean environment.,5,Birmingham Solihull,2024-07-08 02:24:00.048415
"Amazing experience, highly recommend.",5,Cardiff Bay,2024-07-08 02:24:00.048415
"Amazing experience, highly recommend.",5,Glasgow City Centre,2024-07-08 02:24:00.048415
"Average experience, not bad but not great.",3,London Hackney,2024-07-08 02:24:00.048415
"Amazing experience, highly recommend.",5,Bristol City Centre,2024-07-08 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,London Camden,2024-07-08 02:24:00.048415
"It was alright, the service could be better.",3,Manchester Central,2024-07-08 02:24:00.048415
Terrible service and cold food.,2,London Camden,2024-07-08 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,Bristol Clifton,2024-07-08 02:24:00.048415
"Amazing experience, highly recommend.",5,Birmingham Solihull,2024-07-08 02:24:00.048415
Terrible service and cold food.,1,London Hackney,2024-07-08 02:24:00.048415
"Great place for a quick bite, friendly staff.",4,Glasgow City Centre,2024-07-08 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,Liverpool Anfield,2024-07-08 02:24:00.048415
"Amazing experience, highly recommend.",5,Manchester Didsbury,2024-07-08 02:24:00.048415
Delicious meals and very clean environment.,5,Manchester Central,2024-07-08 02:24:00.048415
Fantastic food and great service!,5,London Soho,2024-07-08 02:24:00.048415
"Great place for a quick bite, friendly staff.",4,Sheffield Ecclesall Road,2024-07-08 02:24:00.048415
"Amazing experience, highly recommend.",4,Manchester Salford,2024-07-08 02:24:00.048415
"Decent place, but I've had better.",3,London Hackney,2024-07-08 02:24:00.048415
Fantastic food and great service!,4,Edinburgh Old Town,2024-07-08 02:24:00.048415
Rude staff and long waiting times.,1,Birmingham Edgbaston,2024-07-08 02:24:00.048415
Fantastic food and great service!,5,Birmingham Solihull,2024-07-08 02:24:00.048415
